,geoid,Unnamed: 0,2007.mean.88502,2007.stdev.88502,2008.mean.88502,2008.stdev.88502,2009.mean.88502,2009.stdev.88502,2010.mean.88502,2010.stdev.88502,2011.mean.88502,2011.stdev.88502,2012.mean.88502,2012.stdev.88502,2013.mean.88502,2013.stdev.88502,2014.mean.88502,2014.stdev.88502,2015.mean.88502,2015.stdev.88502,2016.mean.88502,2016.stdev.88502,2017.mean.88502,2017.stdev.88502,2018.mean.88502,2018.stdev.88502,2007.mean.68105,2007.stdev.68105,2008.mean.68105,2008.stdev.68105,2009.mean.68105,2009.stdev.68105,2010.mean.68105,2010.stdev.68105,2011.mean.68105,2011.stdev.68105,2012.mean.68105,2012.stdev.68105,2013.mean.68105,2013.stdev.68105,2014.mean.68105,2014.stdev.68105,2015.mean.68105,2015.stdev.68105,2016.mean.68105,2016.stdev.68105,2017.mean.68105,2017.stdev.68105,2018.mean.68105,2018.stdev.68105
366,34980,1206.5,16.3486925,7.7259475,13.108205499999999,5.5164054999999985,10.950143999999998,4.3635424999999985,12.109134,4.635624,11.42129,5.065396,10.521989,4.1085015,9.7195175,3.8135205,9.827761,3.6663695,11.10625,4.2736079999999985,9.969474,3.1402900000000002,9.741104,3.671457,9.664023,3.6635150000000003,17.326120000000003,9.563857,15.750481166666667,9.400267249999999,15.08725675,9.0242,15.538347333333332,10.725473416666667,15.931255583333334,9.834748000000001,16.92442883333333,8.322049916666666,14.827395,9.524005666666666,14.689945000000002,9.864897833333332,14.4306925,8.322169416666666,16.231630250000002,9.3031535,16.30368225,8.718342,13.7086705,9.16318725
367,19380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,14500,219.5,,,,,,,,,,,,,,,,,,,,,,,,,11.4395105,10.6436295,11.1717175,9.5519785,11.7679285,9.4115085,12.453753500000001,9.668385,11.5484255,10.086979,13.37388,9.858189,11.440899,10.4517995,11.734905000000001,10.2144595,12.4343145,9.787524000000001,13.2925185,9.710537500000001,13.4957515,9.6120005,11.767049,9.8528075
369,36260,1299.0,,,,,,,,,,,,,,,,,,,,,,,,,12.765517,11.402532,11.205085,10.573086,11.240984,10.411794,6.7578455,7.055283500000001,10.922478,10.837517,13.155893,9.9901065,10.800856,12.1300985,13.377877499999999,10.0458875,14.5795815,9.268333,11.502654,10.3096425,12.553375500000001,10.4099875,12.9516235,10.6085295
370,30140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,23540,265.0,,,,,,,,,,,,,,,,,,,,,,,,,20.455699499999998,6.5357155,21.4816495,5.1424035,20.3409625,6.511253,20.518142,7.5827405,21.119865,6.621577499999999,21.5656,5.132787,20.4874455,5.666205000000001,20.5635065,6.489571499999999,21.586642,5.522430999999999,21.5778365,6.209427,21.798092999999998,5.432427499999998,22.864573,5.1719895
372,45860,242.0,6.883333,6.5547130000000005,5.62562,4.186736,4.558333,3.427045,4.833913,3.8034120000000002,5.270435,3.74168,5.894836999999999,3.5903149999999995,5.9173589999999985,3.508996,5.9913895,3.144778,5.2263155,3.910319,3.928814,3.270252,3.6785120000000004,2.143448,3.789076,2.846401,,,,,,,,,,,,,,,,,,,,,,,,
373,15540,1311.0,5.664123999999998,5.08395,5.015933333333333,3.5898323333333333,4.314279,2.857952333333333,4.561338,4.003155333333333,4.788739,3.688789666666666,4.0229564999999985,2.480569,3.878266,2.611558333333333,4.098305,2.7165715,4.229361,2.8709595,3.0841235,2.051189,3.240496,2.0427494999999998,3.2351695,2.443324,8.952668333333332,11.296543333333332,9.290487666666666,10.642758333333333,8.684143333333333,10.755616333333334,10.578801333333333,10.577499000000001,9.218331333333332,11.223321666666665,11.869163666666665,10.017136666666666,9.913386666666666,10.977090666666665,9.191249666666666,11.054203,9.812803333333333,12.972333333333333,12.145313,9.474375,9.568908,10.701004,9.086066,11.379642
374,13980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,41740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,28140,538.0,,,,,,,,,,,,,,,,,,,,,,,,,13.648227666666665,11.168285666666666,13.103605333333332,11.284422666666664,13.144617333333333,10.625403,13.746992666666666,10.904505666666665,15.323343666666664,11.641479,16.53339725,10.203506999999998,13.471820000000001,11.41784525,13.12481225,11.79456725,15.720187749999996,10.32693475,10.6211195,8.631245,15.1475,10.7227,14.397521,12.302273
377,12420,1291.0,9.716514,4.634596,9.675419,4.9512480000000005,9.022881,4.570835,8.720118,3.951345,9.447468,5.056979,8.643385,3.654584,7.9350830000000006,4.464624,7.648324000000001,4.496159,7.956213000000001,4.419423999999999,7.739503,3.644457,7.083495,3.625239,7.127548,4.653961,,,,,,,,,,,,,,,,,,,,,,,,
378,26420,1263.0,12.347675444444446,5.690382694444445,11.041725777777778,4.982079222222222,10.742426055555555,4.567330944444444,10.694683249999999,4.2751353611111105,10.678319305555554,4.461785444444444,10.308671972222223,4.2294882777777785,9.573930500000001,4.282386805555555,9.426376,4.304243166666667,9.072172,4.2235404999999995,8.148903166666667,3.6852652500000005,7.7001806666666655,3.9527262499999996,7.82911275,4.39221325,20.8206905,6.619011499999999,21.1752315,6.7120060000000015,21.3396705,7.1009995,20.962585999999998,7.852431500000001,18.318571333333328,5.944566666666666,22.511526,6.245353333333332,20.63446425,7.3867682499999985,20.737073000000002,7.45028775,21.878553,6.981624999999998,21.325896666666672,5.897273666666666,22.458702,6.365414,21.3091565,7.443117
379,26180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,49340,656.0,,,,,,,,,,,,,,,,,,,,,,,,,11.054622,10.645949,10.331034,9.98177,10.381197,9.884444,11.610084,9.985705000000001,11.435833,10.020364,12.498291,9.029138,10.971901,9.971052,11.105983,10.875481,12.163559,11.086317999999999,12.738983000000001,9.822859,12.565217,9.625424,7.119717999999999,9.151044
381,19740,221.0,,,,,,,,,,,,,,,,,,,,,,,,,11.2661515,10.8014615,11.237060666666666,9.802628499999999,11.525185833333333,9.316125999999999,11.514589166666667,9.745245166666667,11.343714999999998,10.220736500000001,13.190853833333334,10.029097666666667,11.23912,10.643911666666666,11.476463166666667,9.994162833333334,12.333473333333336,10.001858499999999,12.128269000000001,9.647008,12.441117,9.256117166666668,11.580869333333334,10.006414666666666
382,14020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,25540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,41980,1455.0,,,,,,,,,,,,,,,,,,,,,,,,,31.248368,2.484932,28.902694,2.052699,28.511828,1.530335,29.43,1.474257,28.665347,1.543466,28.808929,2.010762,28.298214,1.458556,29.285185,2.466944,26.519417,1.413663,28.457391,1.520737,27.002857000000002,1.3187529999999998,26.061538,1.261548
385,38900,1088.0,6.9335940833333325,5.970743416666667,6.780624166666666,5.025409166666667,6.609082833333332,4.78244125,4.675004833333333,2.982967,6.286856750000001,5.567643,5.936109083333332,4.123983166666666,6.941229666666666,5.541724500000001,5.52674575,3.7213375833333338,6.464144833333332,6.127201833333333,4.15269,2.6865496666666666,7.206876583333333,7.630244416666666,5.950499833333333,6.784330166666666,12.115313,6.2816529999999995,11.933838,6.804119999999998,12.577845,7.09754,12.8552915,5.3251244999999985,11.184038000000001,6.010859,11.368256500000001,5.683777,13.118589000000002,6.683072500000001,14.0095705,6.9823949999999995,14.545698499999999,6.410791000000001,14.153804999999998,6.308543,11.118803,7.6519879999999985,10.681148,6.788156
386,40140,159.0,9.8903195,6.82224475,8.690835374999999,5.14722025,7.990006916666665,4.996015166666667,7.060937583333334,3.7854241249999996,7.321422892857143,4.470206892857142,6.988621642857144,3.7547246785714288,6.631900149999999,4.0780258499999995,6.75133935,3.6484453000000006,6.493260583333333,4.639265833333333,6.679259583333334,4.070346666666666,6.6601930000000005,4.145567499999999,6.50340775,4.29842775,18.345082757142855,6.957442628571428,18.587062328571427,6.934952714285714,18.559426071428568,6.892330957142858,18.11481214285714,6.500547328571428,17.78027654285714,6.85167067142857,18.682135,6.4751294928571435,18.84173154285714,6.9533085,20.416155442857143,6.477841785714285,20.282922271428568,6.694292914285714,20.06507248571429,6.588896952380952,20.05873254761905,6.470092666666667,19.705394166666668,6.664254904761905
387,12580,615.0,,,,,,,,,,,,,,,,,,,,,,,,,14.727932000000001,9.959736,14.3040035,9.4843845,13.731620000000001,9.7448555,14.374505499999998,10.614776,15.052609,9.4352185,15.590266499999998,9.030248,13.209705,9.320781,13.137657500000001,10.020573,13.6795585,10.864659499999998,15.414545,9.424474,14.410435000000001,8.951559,13.701695,10.235133
388,45220,297.0,12.37521575,8.885498,10.447788,4.65555475,9.53279725,5.4548179999999995,9.644667,4.2008054999999995,9.51501,5.1532522499999995,7.971601,3.86950325,7.5538929999999995,3.7442962500000005,8.533456750000001,4.39369275,8.407687666666666,3.6726898333333335,8.290273333333333,4.895035,8.444907333333333,3.8035313333333334,7.678602333333333,3.624187,19.37100833333333,7.321279333333332,19.110925333333327,6.527525999999999,19.736565,7.281772333333333,18.601323,8.62561,20.112385,7.533889666666666,19.900347,5.748444666666668,20.124923333333328,6.376899,18.870443666666667,7.784603999999999,20.534738,6.512086,20.164507666666665,6.890306,20.688892000000003,6.5273856666666665,18.966248,7.470003333333333
389,29540,1135.0,,,,,,,,,,,,,,,,,,,,,,,,,13.0803345,10.257995,12.72147,9.4740065,13.350199333333334,9.074255333333333,13.914345999999998,10.413556666666668,14.253882,9.568814,14.043887666666665,8.966519666666663,12.453954,9.970325333333333,11.431939333333332,10.321677666666666,12.921069333333335,10.325582999999998,14.212281,9.700185000000001,13.266667000000002,9.334838000000001,12.366667,10.933414
390,33340,1428.0,,,,,,,,,,,,,,,,,,,,,,,,,10.669894333333332,10.255470333333333,8.644290666666668,10.959469666666667,8.105220333333332,10.537892666666666,10.637714,10.728332666666667,9.367699,10.645383666666666,11.726548,9.747181333333332,7.58767,11.411113333333333,7.895842999999999,11.813437,10.20177,10.849029,12.065487,10.602213,9.885833,10.552878,9.12314,11.252361
391,22180,940.0,,,,,,,,,,,,,,,,,,,,,,,,,20.2702345,8.216139,20.6065935,8.003784,18.287097,8.520506,18.658197,9.739956,18.748352,9.043861,17.993333,8.045608999999999,16.862295,8.025525,18.172131,9.446465,17.870175,7.660495999999998,18.20339,7.8298489999999985,19.6873585,8.939457999999998,18.080357,9.1728375
392,45060,916.0,,,,,,,,,,,,,,,,,,,,,,,,,12.26125,10.306818,9.714286,9.886660000000001,9.113761,10.298062,11.265789,10.574881,16.202727,11.122136,18.466087,11.380954,10.367544,10.520746,8.477777999999999,10.973912,9.777586,11.757662,11.327826,10.512779,11.078992,10.193608,9.690566,10.733388
393,11460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,49180,946.0,,,,,,,,,,,,,,,,,,,,,,,,,16.272216999999998,8.7502815,14.929574,8.618744499999998,15.071853999999998,8.688290499999999,15.438776500000001,9.7732755,15.8134395,8.7250595,15.399085999999999,8.158164999999999,13.973057500000001,8.879643999999997,14.133335,9.347498,15.548182,9.004909,16.505281333333333,8.759297,16.750281666666666,7.9552130000000005,16.295986666666664,9.428360333333334
395,38340,632.0,,,,,,,,,,,,,,,,,,,,,,,,,8.872867999999999,10.502751,9.251667,10.070725,8.653333,10.156589,9.456303,10.396957,9.2,10.327992,10.152066,9.583328,8.746281,10.226176,8.393042999999999,10.62534,9.029661,11.110219,9.89469,10.004506,9.277,9.452837,5.602941,9.404841000000001
396,26900,488.75,,,,,,,,,,,,,,,,,,,,,,,,,13.268390749999998,11.27494875,11.577323999999999,10.949239875000002,11.630310000000001,10.219092125,12.448965750000001,11.493929249999999,12.250082375,10.757045375,14.031225000000003,9.92945125,11.80453575,10.975486875,10.853645750000002,10.847840999999999,12.884713125,10.559161125,13.515399500000001,10.14724575,13.073361125,9.796822125,12.417576500000001,11.195231250000003
397,42540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,20100,251.5,,,,,,,,,,,,,,,,,,,,,,,,,13.77949375,9.877223,14.28572475,9.184048,13.58104175,9.32984,13.648317500000001,10.6381615,12.97501625,8.98544175,15.029047499999999,8.621662749999999,13.31554375,9.549122749999999,9.75317375,9.0423795,13.634175,9.836708999999999,14.599866500000001,9.9562565,13.900356000000002,9.692461999999999,14.497124500000002,9.62167
399,25180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,39140,75.0,4.2210079999999985,2.996944,3.918852,2.433388,3.504132,1.8599009999999998,2.9321740000000003,1.2803200000000001,3.824167,3.554072,4.109244,2.552931,3.215126,1.9954880000000002,3.48381,2.553471,2.904717,1.686551,2.954237,1.6866310000000002,3.180374,2.328431,3.418085,2.273549,,,,,,,,,,,,,,,,,,,,,,,,
401,47260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,17460,999.75,17.157658750000003,10.84560025,14.163643,8.096105249999999,11.65434325,6.8932035,14.240496416666668,8.644972249999999,11.292757416666666,6.296503583333333,12.581152916666666,7.343197666666666,11.43247425,5.80191875,11.61898225,7.435666249999999,7.8310075,5.3852205,6.949061,4.2039505,6.157953,4.144013,7.451539500000001,4.830536,11.538059458333333,10.064306208333333,11.277956750000001,10.086092166666667,8.632275458333334,9.533081875,11.2864545,10.713679083333332,9.891756166666665,10.022596166666666,13.349045333333333,9.635132666666667,11.205085083333334,10.971767833333333,9.787538916666666,11.038533916666665,12.884723083333334,10.640978166666667,6.975036583333334,8.184186833333333,13.299657,10.028427875,12.14610825,11.004483375
403,35300,245.0,,,,,,,,,,,,,,,,,,,,,,,,,11.776635666666666,9.937166,11.555743666666665,9.259661,11.446584,9.611766666666666,12.926525,9.698060333333332,12.305563333333332,9.497660666666668,12.700940666666668,8.888589333333332,11.870338,9.606941333333333,11.399548333333335,10.252184333333332,12.350171000000001,9.865818666666666,13.864486,9.008741,12.422881,9.050111,12.616667,9.635119
404,38300,1121.125,21.409713,14.126170499999999,20.533284,13.379705,18.769544500000002,14.670360999999998,22.5688745,17.207629,16.394781000000002,12.356788499999999,15.6930005,9.383341,12.216981999999998,6.709708999999999,13.231157000000001,8.480433,13.002216,8.844392,11.317549,7.316098999999999,11.234072,7.9429300000000005,9.856198,6.421023,12.062701270833333,10.252453479166666,11.940863375000001,9.252650000000001,11.572907083333334,9.4248584375,11.604238958333333,10.865144041666666,11.110118208333333,10.01487375,12.922990583333332,9.244735625,10.914450708333334,10.28906675,10.099513458333334,10.529877687499999,12.228599916666665,10.065409875,12.933943333333335,10.391785833333333,12.385546541666667,9.507645291666666,11.995444791666667,10.747725583333334
405,39100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,10580,877.0,,,,,,,,,,,,,,,,,,,,,,,,,11.273091,10.650198,11.028634666666665,10.20135,11.105924,10.443562,12.119511666666664,10.441847333333332,15.222272666666665,11.086293666666664,16.608470666666665,10.171199333333332,11.760123,10.116452333333333,10.495949666666666,10.877027666666665,11.170925666666667,11.273581333333333,11.936384333333333,10.152448,10.784798666666665,10.355064333333333,11.156582333333333,10.988835
407,41620,1301.0,,,,,,,,,,,,,,,,,,,,,,,,,11.732353,10.000883,11.207895,10.871463,11.367769000000001,10.432651,7.0843985,6.4258155,11.722561,10.2427055,14.105407000000001,9.834135,11.4485165,11.686376,13.2544445,9.667302000000001,13.734247,9.7591205,13.857543499999998,10.3456445,13.543722,10.341756,12.7629665,10.410538
408,46700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,15380,885.0,13.097402500000001,7.836000999999999,11.78773516666667,6.0648504999999995,9.814999166666666,5.040091666666666,10.445447333333334,6.651421,9.428349833333334,5.490769333333333,9.591346666666666,4.7353423333333335,9.044055333333333,4.6299651666666675,8.794919333333333,4.1708791666666665,8.827378666666666,4.289810666666666,7.304915,3.2697783333333335,7.448727999999999,3.604366,7.8655203333333334,3.934175666666667,10.817681,10.955614500000001,10.1128385,9.662881,9.858646,9.780607,10.288097500000001,10.2318265,12.7107145,10.9178125,14.491709,9.740742999999998,11.495381666666667,10.224170333333333,9.287087333333334,12.017609333333333,10.390037,10.937117666666666,11.225666,10.197032666666667,10.333181333333334,9.785087333333333,9.558174333333332,10.966123
410,16740,959.0,14.103846,6.284196,12.835376,4.9781260000000005,11.127171,4.436692,11.346779,4.651769,11.32905,4.7814760000000005,9.771625,4.14826,8.902514,3.9673199999999995,9.532132,4.129648,8.307542,3.570353,8.695238,4.187925,8.696881999999999,3.529806,7.8365589999999985,4.472082,16.83097,8.548846999999999,15.692001500000002,8.268858999999999,15.522741,8.460691,15.446094500000001,9.7724045,16.684525999999998,8.492863999999999,15.853659,7.730285999999999,15.4670835,8.013893499999998,15.249721999999998,8.5229915,16.486962,8.506158500000002,14.1924325,7.748021499999999,16.983333,7.555001,16.316101999999997,9.15765
411,19100,1236.0,10.3047483,4.7088833999999995,10.169157299999998,5.0292278999999995,8.984042400000002,4.4656668,9.154333099999999,3.7858853000000003,9.5774007,4.5295097,9.496024700000001,4.0452567,9.1681124,4.9270026,8.6788181,4.195244,8.1669566,3.9558153000000003,7.8363418,3.3991561,8.1671587,3.407051,8.313521300000001,4.5272061,21.164884666666666,8.015246000000001,20.93570933333333,8.819925,19.938793666666665,8.968775,20.459151000000002,9.655047666666666,20.116681,10.52084575,22.76389775,9.27591475,18.7135325,9.50319875,19.75099375,9.4663315,21.25824125,8.94409275,17.771856333333332,6.1667603333333325,21.970270000000003,8.094517,20.734454,9.621149
412,36740,326.0,,,,,,,,,,,,,,,,,,,,,,,,,24.271646,4.060731,21.496978,4.639016000000001,21.5407605,5.9340905,22.673123,7.452986999999999,22.369117499999998,5.400843,22.644827499999998,4.502299,22.4789615,4.606813,21.998084,5.3775825,22.624549,5.0579915,23.1263915,5.0277695,22.5614455,5.057086,22.725556,5.212292
413,40900,170.5,9.972291000000002,7.956198199999998,11.1310545,11.7028118,9.208186600000001,6.366469700000001,7.683462699999998,4.827992399999999,9.7116545,7.1415903,7.6419039,4.7242150999999994,8.722036399999999,7.050419,7.8919421,5.496886699999999,9.103408883333334,6.0690266,7.260681199999999,4.8159122000000005,8.422438000000001,6.6682976,10.5899119,16.9662087,16.403822541666667,6.284893208333333,16.435285874999998,6.85328475,16.858292666666667,6.725826375,16.519328875,6.134670458333334,16.157183166666666,6.8815250416666665,17.535379749999997,6.567530375,17.238088499999996,6.7483725625,18.084023125,5.817783875,17.657628875,6.666746874999999,17.775763,6.56909925,17.936160125,6.778498624999999,17.416763000000003,6.348305562499999
414,19820,682.6666666666666,16.911624,8.554630499999998,13.6083615,7.403168000000001,11.648390500000001,7.285212499999998,11.956439,7.386598000000001,11.615253500000001,6.339619999999999,12.581348000000002,6.1221815,10.4511605,4.942553500000001,12.073096999999999,5.54861575,10.960082,4.7757465,9.655453000000001,3.7914465,9.302694500000001,3.4477960000000003,9.4535505,3.6592525,11.335837,11.080160333333334,10.5568125,10.491773833333333,10.021306833333332,10.2401865,11.719262833333334,11.065108666666665,10.4623235,10.867392333333335,12.677755,9.857064833333334,10.467194166666665,11.0445175,9.374896000000001,11.478966166666666,11.191286,11.163625166666668,7.897596833333334,8.837739000000001,11.724752,10.603776666666667,10.603524666666667,11.263910000000001
415,42060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,38860,607.0,5.906838,4.230059,5.8683760000000005,3.715036,5.139831,3.753953,4.548214,3.623099,5.292381,3.42751,4.883036,2.748591,4.220561,2.753068,4.941525,2.6486680000000002,4.941228,3.154651,3.6644629999999996,2.141022,4.15678,2.167455,4.049167,2.384297,9.025251,10.195978,10.102490333333334,9.589874666666663,9.383229666666667,9.178726333333334,10.352550333333333,8.741248666666667,8.914035,9.080055,9.735528333333333,9.038415666666666,9.635979,10.110284666666667,7.148148000000001,9.013300333333332,11.074972333333333,9.928503,9.672123,9.112148333333334,10.052685333333333,9.833428,9.580513999999999,10.394937666666666
417,31340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,12540,119.0,13.881240624999998,12.623586499999998,13.919010125,10.538644249999999,13.30560875,8.890614374999998,10.229741999999998,8.10347325,11.228025624999999,8.12591,10.615191625,7.296251750000001,11.335431125,8.397748125,11.64359875,9.808031249999999,10.398904250000001,8.615788250000001,10.039694666666666,8.4465335,10.5868665,8.890109,10.755401833333332,9.41755,19.077930625,8.173483125,20.009156375,7.850261999999999,19.013478,8.664883,18.76424,7.515838125,17.959098625,8.361604374999999,19.948637500000004,7.918438,19.903843625,8.406927499999998,21.28157225,7.4204265,19.801484625,7.666402375,20.86994225,8.167649125,20.2160945,8.19878075,19.87089425,7.951203249999999
419,19340,523.0,12.273913,6.55119,11.756881,5.9947409999999985,10.646667,6.363048999999998,11.63719,6.747458,10.483969666666667,5.318230000000001,11.217525666666665,5.474300666666666,10.287272666666668,5.462327666666666,11.329726333333333,5.641281333333333,11.250965999999998,6.6877580000000005,10.543245,6.197753,10.71076,4.5254025,10.6446025,4.2182464999999985,11.307509499999998,12.321431,8.870593,12.272589,9.635911,11.272616499999998,6.428954666666666,8.941190333333333,11.453523666666666,11.675353,13.1367665,10.6516655,10.459592666666666,11.716155999999998,9.540940333333333,12.400732000000001,11.878842666666667,11.174354,12.833730000000001,11.147517,11.690138000000001,10.412409333333333,11.025797333333333,11.840105333333332
420,24340,666.0,14.982143,8.534616,12.266667,6.734647,10.653448,6.812403999999999,11.386441,7.245842,9.716914,5.190608999999999,9.8487975,5.1823394999999985,9.175894499999998,4.8451825,10.186283999999999,4.694312,9.344186,5.22738,8.478710999999999,3.5142480000000003,8.069322,3.026687,7.825309,3.316351,11.2788045,11.2791205,8.836221499999999,10.7472465,7.0675669999999995,10.5046835,11.169277,10.7908955,10.4685905,10.6192105,13.150872499999998,10.018188499999999,10.4590195,11.1382685,8.774887499999998,11.4590465,10.757759,11.0086275,7.7758970000000005,8.601337000000001,10.635,10.285166,11.0825,11.303838
421,16700,1164.0,10.8216255,5.98612,9.959582000000001,3.90004975,8.6692135,3.4049707500000004,9.165745,4.2245115,8.880868333333334,5.889846666666667,8.9877095,3.59975825,7.078847333333332,3.0676225,7.236636333333333,3.130809833333333,7.033033666666666,3.1730834999999997,7.641392266666667,5.6577859666666654,7.2096895,3.0844052500000005,6.512025249999999,2.66237675,19.6597245,7.12822475,19.21087225,7.034904499999999,18.74333425,7.59007325,18.686043499999997,8.915077749999998,19.81843325,7.70820175,20.03554325,6.754524000000001,18.94181775,7.000227,19.10653625,7.841703999999999,20.006516750000003,6.90929025,19.9909945,7.669544499999999,21.829362250000003,6.105111,18.755292999999998,7.51497325
422,35840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,27260,280.0,11.3433205,6.969838499999998,10.0905245,3.464893,8.6061765,4.052821,6.926,3.4425645000000005,7.804069999999999,8.1501095,5.5585925,4.395342499999999,4.971280999999999,2.9080440000000003,5.5907615,3.01703,4.8201285,2.6587395000000003,4.9446745,2.5478205,7.180758,2.9561075,6.399493,3.7826855,21.8883505,6.040251,20.66221875,6.06807475,20.492711749999998,6.6514175,19.29946425,8.087957750000001,20.817197,6.632205249999998,21.0994615,5.450268749999999,20.81458475,5.6353800000000005,20.50316875,6.860822000000001,21.766637250000002,5.749225749999999,21.033503,7.018525,21.795413,5.3905615,20.87221,6.259814
424,25620,726.0,,,,,,,,,,,,,,,,,,,,,,,,,20.192982,7.351896999999999,19.636441,7.305362,18.458261,7.975917999999999,18.234783,9.195404,18.739831,8.045757,19.554286,6.968528999999998,19.9261365,7.5038624999999985,19.0488215,7.944151,20.973613500000003,7.343042999999999,20.7259885,7.0854564999999985,20.542695000000002,6.877423499999999,21.7571355,7.8953155
425,13780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,39900,802.0,,,,,,,,,,,,,,,,,,,,,,,,,13.117016,9.39395,12.84751,9.263958,12.279634666666665,9.305606999999998,11.874485666666667,8.390001666666667,11.097620999999998,8.870023666666668,13.107183000000001,8.760616,11.706060666666666,9.77864,14.145010000000001,8.123275,13.3722165,8.597480999999998,13.420035,8.617828,12.95082,9.145583,12.883193,9.07177
427,10740,845.0,,,,,,,,,,,,,,,,,,,,,,,,,15.171186,8.776183999999999,14.748276,9.156346000000001,14.424194,8.970127,14.572414000000002,9.435539,14.819,9.715256,17.182178,10.89134,14.455101999999998,9.657518,15.306612,8.530775,15.205785,8.849136,16.458928999999998,8.620377999999999,15.972727,8.270187,15.590164000000001,9.328667
428,32780,1064.5,7.691047750000001,5.747354249999999,8.81217375,7.364840000000001,7.51797475,6.918094,5.776931,3.491938,7.383620499999999,5.4125844999999995,7.387649,4.4374649999999995,11.595592,13.424045,7.5643129999999985,5.5704695,10.5318315,16.8275,5.368807,3.55161,12.212258,23.520498500000002,13.080767000000002,15.179931,,,,,,,,,,,,,,,,,,,,,,,,
429,10900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,28020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,25420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,16820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,42220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,17140,1004.0,,,,,,,,,,,,,,,,,,,,,,,,,15.572671,10.68908,13.4814605,10.271850999999998,12.9863795,9.7407265,13.4094335,11.375830999999998,13.5839536,10.1286616,15.900999800000003,9.4969034,13.4167416,10.5339954,12.792923199999999,10.7120986,15.103753,10.1521442,9.092889799999998,8.490592999999999,13.639669,9.687737,13.407563,10.842268
435,38940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,45300,308.3333333333333,10.865549999999999,7.259255,10.223458,3.4238915000000003,9.427426999999998,2.9692610000000004,9.8370705,3.189255,9.437443,3.2899270000000005,9.089464,3.2992690000000002,8.572480500000001,2.972668,8.6406915,3.2603030000000004,7.8997765,2.7453045,8.140814666666666,2.441845333333333,8.9238115,3.4541020000000002,8.310814999999998,2.505934,22.683198166666667,5.226922666666666,22.8739765,5.108495333333333,22.6054275,5.6808171666666665,21.58375725,7.053390749999999,22.886123166666668,5.388565416666666,23.430229833333332,4.715287166666667,23.223862499999996,4.637012166666666,22.509858499999996,5.4858845,24.026953250000002,4.819085416666666,23.610217000000002,5.05847625,23.418486416666667,4.66110625,22.286309583333335,5.529894
437,29820,795.0,,,,,,,,,,,,,,,,,,,,,,,,,17.672327666666668,8.854221333333333,21.977594,10.261056,22.4730075,9.974813000000001,21.979167,10.103312,21.162777,10.023724000000001,21.924962,9.647704,22.346363500000002,9.978833,23.129565,8.927681999999997,23.314912,9.593169,22.572566000000002,9.690047,23.402564,9.531115,22.957265,9.977037
